,State,County,Entity,Facility ID,Plant Name,Status,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Primary Purpose,Primary Energy Source,Secondary Energy Source,Initial Year of Operation,location,latlons,lat,lon
679,MN,Washington,Northern States Power Co - Minnesota,1915,Allen S King,OP,598.4,511.0,511.0,22,SUB,,1958,Washington+MN,"[-92.8577105, 44.8896877]",44.8896877,-92.8577105
680,WI,Ashland,Northern States Power Co - Minnesota,3982,Bay Front,OP,27.2,23.0,23.0,22,SUB,NG,1957,Ashland+WI,"[-90.8837982, 46.5924428]",46.5924428,-90.8837982
681,MN,Sherburne,Northern States Power Co - Minnesota,6090,Sherburne County,OP,765.3,680.0,680.0,22,SUB,DFO,1976,Sherburne+MN,"[-93.7298983, 45.4644612]",45.4644612,-93.7298983
682,MN,Sherburne,Northern States Power Co - Minnesota,6090,Sherburne County,OP,765.3,682.0,682.0,22,SUB,DFO,1977,Sherburne+MN,"[-93.7298983, 45.4644612]",45.4644612,-93.7298983
683,MN,Sherburne,Northern States Power Co - Minnesota,6090,Sherburne County,OP,900.0,860.0,860.0,22,SUB,DFO,1987,Sherburne+MN,"[-93.7298983, 45.4644612]",45.4644612,-93.7298983
684,PA,Schuylkill,Northeastern Power Co,50039,Kline Township Cogen Facility,OP,59.0,52.0,52.0,22,WC,DFO,1989,Schuylkill+PA,"[-76.17837390000001, 40.6873058]",40.6873058,-76.17837390000001
685,OH,Coshocton,Ohio Power Co,2840,Conesville,OP,161.5,165.0,165.0,22,BIT,NG,1962,Coshocton+OH,"[-81.8595756, 40.2720151]",40.2720151,-81.8595756
686,OH,Coshocton,Ohio Power Co,2840,Conesville,OP,841.5,780.0,780.0,22,BIT,,1973,Coshocton+OH,"[-81.8595756, 40.2720151]",40.2720151,-81.8595756
687,OH,Coshocton,Ohio Power Co,2840,Conesville,OP,443.9,375.0,375.0,22,BIT,,1976,Coshocton+OH,"[-81.8595756, 40.2720151]",40.2720151,-81.8595756
688,OH,Coshocton,Ohio Power Co,2840,Conesville,OP,443.9,375.0,375.0,22,BIT,,1978,Coshocton+OH,"[-81.8595756, 40.2720151]",40.2720151,-81.8595756
689,OH,Pickaway,Ohio Power Co,2843,Picway,OP,106.2,95.0,100.0,22,BIT,,1955,Pickaway+OH,"[-82.99316069999999, 39.687828]",39.687828,-82.99316069999999
690,OH,Washington,Ohio Power Co,2872,Muskingum River,OP,219.6,190.0,205.0,22,BIT,DFO,1953,Washington+OH,"[-83.4390843, 39.5364511]",39.5364511,-83.4390843
691,OH,Washington,Ohio Power Co,2872,Muskingum River,OP,219.6,190.0,205.0,22,BIT,DFO,1954,Washington+OH,"[-83.4390843, 39.5364511]",39.5364511,-83.4390843
692,OH,Washington,Ohio Power Co,2872,Muskingum River,OP,237.5,205.0,215.0,22,BIT,DFO,1957,Washington+OH,"[-83.4390843, 39.5364511]",39.5364511,-83.4390843
693,OH,Washington,Ohio Power Co,2872,Muskingum River,OP,237.5,205.0,215.0,22,BIT,DFO,1958,Washington+OH,"[-83.4390843, 39.5364511]",39.5364511,-83.4390843
694,OH,Washington,Ohio Power Co,2872,Muskingum River,OP,615.2,585.0,585.0,22,BIT,DFO,1968,Washington+OH,"[-83.4390843, 39.5364511]",39.5364511,-83.4390843
695,WV,Marshall,Ohio Power Co,3947,Kammer,OP,237.5,200.0,210.0,22,BIT,,1958,Marshall+WV,"[-80.6770787, 39.8926818]",39.8926818,-80.6770787
696,WV,Marshall,Ohio Power Co,3947,Kammer,OP,237.5,200.0,210.0,22,BIT,,1958,Marshall+WV,"[-80.6770787, 39.8926818]",39.8926818,-80.6770787
697,WV,Marshall,Ohio Power Co,3947,Kammer,OP,237.5,200.0,210.0,22,BIT,,1959,Marshall+WV,"[-80.6770787, 39.8926818]",39.8926818,-80.6770787
698,WV,Marshall,Ohio Power Co,3948,Mitchell,OP,816.3,770.0,770.0,22,BIT,,1971,Marshall+WV,"[-80.6770787, 39.8926818]",39.8926818,-80.6770787
699,WV,Marshall,Ohio Power Co,3948,Mitchell,OP,816.3,790.0,790.0,22,BIT,,1971,Marshall+WV,"[-80.6770787, 39.8926818]",39.8926818,-80.6770787
700,OH,Gallia,Ohio Power Co,8102,General James M Gavin,OP,1300.0,1300.0,1300.0,22,BIT,,1974,Gallia+OH,"[-82.34518899999999, 38.8619254]",38.8619254,-82.34518899999999
701,OH,Gallia,Ohio Power Co,8102,General James M Gavin,OP,1300.0,1300.0,1300.0,22,BIT,,1975,Gallia+OH,"[-82.34518899999999, 38.8619254]",38.8619254,-82.34518899999999
702,OH,Gallia,Ohio Valley Electric Corp,2876,Kyger Creek,OP,217.3,200.0,204.7,22,BIT,SUB,1955,Gallia+OH,"[-82.34518899999999, 38.8619254]",38.8619254,-82.34518899999999
703,OH,Gallia,Ohio Valley Electric Corp,2876,Kyger Creek,OP,217.3,198.2,204.0,22,BIT,SUB,1955,Gallia+OH,"[-82.34518899999999, 38.8619254]",38.8619254,-82.34518899999999
704,OH,Gallia,Ohio Valley Electric Corp,2876,Kyger Creek,OP,217.3,192.2,198.0,22,BIT,SUB,1955,Gallia+OH,"[-82.34518899999999, 38.8619254]",38.8619254,-82.34518899999999
705,OH,Gallia,Ohio Valley Electric Corp,2876,Kyger Creek,OP,217.3,192.2,198.0,22,BIT,SUB,1955,Gallia+OH,"[-82.34518899999999, 38.8619254]",38.8619254,-82.34518899999999
706,OH,Gallia,Ohio Valley Electric Corp,2876,Kyger Creek,OP,217.3,192.2,198.0,22,BIT,SUB,1955,Gallia+OH,"[-82.34518899999999, 38.8619254]",38.8619254,-82.34518899999999
707,OK,Muskogee,Oklahoma Gas & Electric Co,2952,Muskogee,OP,572.0,504.0,504.0,22,SUB,,1977,Muskogee+OK,"[-95.3696909, 35.7478769]",35.7478769,-95.3696909
708,OK,Muskogee,Oklahoma Gas & Electric Co,2952,Muskogee,OP,572.0,500.0,500.0,22,SUB,,1978,Muskogee+OK,"[-95.3696909, 35.7478769]",35.7478769,-95.3696909
709,OK,Muskogee,Oklahoma Gas & Electric Co,2952,Muskogee,OP,572.0,506.0,506.0,22,SUB,,1984,Muskogee+OK,"[-95.3696909, 35.7478769]",35.7478769,-95.3696909
710,OK,Noble,Oklahoma Gas & Electric Co,6095,Sooner,OP,569.0,515.0,515.0,22,SUB,DFO,1979,Noble+OK,"[-97.394753, 35.1392357]",35.1392357,-97.394753
711,OK,Noble,Oklahoma Gas & Electric Co,6095,Sooner,OP,569.0,523.0,523.0,22,SUB,DFO,1980,Noble+OK,"[-97.394753, 35.1392357]",35.1392357,-97.394753
712,NE,Douglas,Omaha Public Power District,2291,North Omaha,OP,73.5,79.3,55.8,22,SUB,NG,1954,Douglas+NE,"[-96.387222, 40.593056]",40.593056,-96.387222
713,NE,Douglas,Omaha Public Power District,2291,North Omaha,OP,108.8,107.7,95.1,22,SUB,NG,1957,Douglas+NE,"[-96.387222, 40.593056]",40.593056,-96.387222
714,NE,Douglas,Omaha Public Power District,2291,North Omaha,OP,108.8,108.4,95.1,22,SUB,NG,1959,Douglas+NE,"[-96.387222, 40.593056]",40.593056,-96.387222
715,NE,Douglas,Omaha Public Power District,2291,North Omaha,OP,136.0,138.4,115.0,22,SUB,NG,1963,Douglas+NE,"[-96.387222, 40.593056]",40.593056,-96.387222
716,NE,Douglas,Omaha Public Power District,2291,North Omaha,OP,217.6,204.4,173.4,22,SUB,NG,1968,Douglas+NE,"[-96.387222, 40.593056]",40.593056,-96.387222
717,NE,Otoe,Omaha Public Power District,6096,Nebraska City,OP,651.6,651.5,651.5,22,SUB,,1979,Otoe+NE,"[-96.1169524, 40.7236135]",40.7236135,-96.1169524
718,NE,Otoe,Omaha Public Power District,6096,Nebraska City,OP,738.0,684.6,684.6,22,SUB,DFO,2009,Otoe+NE,"[-96.1169524, 40.7236135]",40.7236135,-96.1169524
719,OH,Lorain,GenOn Power Midwest LP,2836,Avon Lake,OP,86.0,96.0,96.0,22,BIT,DFO,1949,Lorain+OH,"[-82.1823746, 41.452819]",41.452819,-82.1823746
720,OH,Lorain,GenOn Power Midwest LP,2836,Avon Lake,OP,680.0,640.0,640.0,22,BIT,DFO,1970,Lorain+OH,"[-82.1823746, 41.452819]",41.452819,-82.1823746
721,OH,Trumbull,GenOn Power Midwest LP,2861,Niles,OP,132.8,108.0,108.0,22,BIT,,1954,Trumbull+OH,"[-80.9539817, 41.6781105]",41.6781105,-80.9539817
722,OH,Trumbull,GenOn Power Midwest LP,2861,Niles,OP,132.8,108.0,108.0,22,BIT,,1954,Trumbull+OH,"[-80.9539817, 41.6781105]",41.6781105,-80.9539817
723,PA,Washington,GenOn Power Midwest LP,3098,Elrama Power Plant,OP,100.0,93.0,93.0,22,BIT,,1952,Washington+PA,"[-80.2461714, 40.17396]",40.17396,-80.2461714
724,PA,Washington,GenOn Power Midwest LP,3098,Elrama Power Plant,OP,100.0,93.0,93.0,22,BIT,,1953,Washington+PA,"[-80.2461714, 40.17396]",40.17396,-80.2461714
725,PA,Washington,GenOn Power Midwest LP,3098,Elrama Power Plant,OP,125.0,103.0,103.0,22,BIT,,1954,Washington+PA,"[-80.2461714, 40.17396]",40.17396,-80.2461714
726,PA,Washington,GenOn Power Midwest LP,3098,Elrama Power Plant,OP,185.0,171.0,171.0,22,BIT,,1960,Washington+PA,"[-80.2461714, 40.17396]",40.17396,-80.2461714
727,PA,Lawrence,GenOn Power Midwest LP,3138,New Castle Plant,OP,98.0,93.0,98.0,22,BIT,,1952,Lawrence+PA,"[-80.1221585, 40.306556]",40.306556,-80.1221585
728,PA,Lawrence,GenOn Power Midwest LP,3138,New Castle Plant,OP,114.0,95.0,98.0,22,BIT,,1958,Lawrence+PA,"[-80.1221585, 40.306556]",40.306556,-80.1221585
729,PA,Lawrence,GenOn Power Midwest LP,3138,New Castle Plant,OP,136.0,132.0,137.0,22,BIT,,1964,Lawrence+PA,"[-80.1221585, 40.306556]",40.306556,-80.1221585
730,PA,Allegheny,GenOn Power Midwest LP,8226,Cheswick Power Plant,OP,637.0,580.0,580.0,22,BIT,SUB,1970,Allegheny+PA,"[-80.0087746, 40.4450813]",40.4450813,-80.0087746
731,OH,Wayne,City of Orrville - (OH),2935,Orrville,OP,25.0,23.0,23.0,22,BIT,NG,1971,Wayne+OH,"[-83.4735393, 41.3014415]",41.3014415,-83.4735393
732,OH,Wayne,City of Orrville - (OH),2935,Orrville,OP,25.0,23.0,23.0,22,BIT,NG,1971,Wayne+OH,"[-83.4735393, 41.3014415]",41.3014415,-83.4735393
733,OH,Wayne,City of Orrville - (OH),2935,Orrville,OS,5.0,5.0,5.0,22,BIT,,1949,Wayne+OH,"[-83.4735393, 41.3014415]",41.3014415,-83.4735393
734,OH,Wayne,City of Orrville - (OH),2935,Orrville,OS,7.5,7.5,7.5,22,BIT,,1955,Wayne+OH,"[-83.4735393, 41.3014415]",41.3014415,-83.4735393
735,OH,Wayne,City of Orrville - (OH),2935,Orrville,OP,22.0,20.0,20.0,22,BIT,,1961,Wayne+OH,"[-83.4735393, 41.3014415]",41.3014415,-83.4735393
736,MN,Otter Tail,Otter Tail Power Co,1943,Hoot Lake,OP,54.4,58.0,58.0,22,SUB,,1959,Otter Tail+MN,"[-95.8935983, 46.51894350000001]",46.51894350000001,-95.8935983
737,MN,Otter Tail,Otter Tail Power Co,1943,Hoot Lake,OP,75.0,80.0,80.0,22,SUB,,1964,Otter Tail+MN,"[-95.8935983, 46.51894350000001]",46.51894350000001,-95.8935983
738,SD,Grant,Otter Tail Power Co,6098,Big Stone,OP,456.0,475.0,475.0,22,SUB,TDF,1975,Grant+SD,"[-96.75070350000001, 45.1752383]",45.1752383,-96.75070350000001
739,ND,Mercer,Otter Tail Power Co,8222,Coyote,OP,450.0,427.0,427.0,22,LIG,,1981,Mercer+ND,"[-100.7109688, 47.4905538]",47.4905538,-100.7109688
740,KY,Daviess,City of Owensboro - (KY),1374,Elmer Smith,OP,163.2,137.7,139.0,22,BIT,TDF,1964,Daviess+KY,"[-87.10237459999999, 37.7307984]",37.7307984,-87.10237459999999
741,KY,Daviess,City of Owensboro - (KY),1374,Elmer Smith,OP,282.1,261.9,263.9,22,BIT,,1974,Daviess+KY,"[-87.10237459999999, 37.7307984]",37.7307984,-87.10237459999999
742,PA,York,P H Glatfelter Co,50397,P H Glatfelter,OP,6.0,5.0,5.0,322122,BIT,RFO,1948,York+PA,"[-76.727745, 39.9625984]",39.9625984,-76.727745
743,PA,York,P H Glatfelter Co,50397,P H Glatfelter,SB,5.9,4.0,3.9,322122,BIT,RFO,1975,York+PA,"[-76.727745, 39.9625984]",39.9625984,-76.727745
744,PA,York,P H Glatfelter Co,50397,P H Glatfelter,OP,5.1,4.0,4.3,322122,BIT,RFO,1948,York+PA,"[-76.727745, 39.9625984]",39.9625984,-76.727745
745,PA,York,P H Glatfelter Co,50397,P H Glatfelter,OP,7.5,8.7,8.0,322122,BIT,BLQ,1962,York+PA,"[-76.727745, 39.9625984]",39.9625984,-76.727745
746,PA,York,P H Glatfelter Co,50397,P H Glatfelter,OP,45.9,36.1,33.1,322122,BIT,WDS,1989,York+PA,"[-76.727745, 39.9625984]",39.9625984,-76.727745
747,UT,Carbon,PacifiCorp,3644,Carbon,OP,75.0,67.0,67.0,22,BIT,DFO,1954,Carbon+UT,"[-110.6168921, 39.6479807]",39.6479807,-110.6168921
748,UT,Carbon,PacifiCorp,3644,Carbon,OP,113.6,105.0,105.0,22,BIT,DFO,1957,Carbon+UT,"[-110.6168921, 39.6479807]",39.6479807,-110.6168921
749,WY,Converse,PacifiCorp,4158,Dave Johnston,OP,113.6,106.0,106.0,22,SUB,DFO,1959,Converse+WY,"[-105.4068079, 43.0489425]",43.0489425,-105.4068079
750,WY,Converse,PacifiCorp,4158,Dave Johnston,OP,113.6,106.0,106.0,22,SUB,DFO,1961,Converse+WY,"[-105.4068079, 43.0489425]",43.0489425,-105.4068079
751,WY,Converse,PacifiCorp,4158,Dave Johnston,OP,229.5,220.0,220.0,22,SUB,DFO,1964,Converse+WY,"[-105.4068079, 43.0489425]",43.0489425,-105.4068079
752,WY,Converse,PacifiCorp,4158,Dave Johnston,OP,360.0,330.0,330.0,22,SUB,DFO,1972,Converse+WY,"[-105.4068079, 43.0489425]",43.0489425,-105.4068079
753,WY,Lincoln,PacifiCorp,4162,Naughton,OP,163.2,160.0,160.0,22,SUB,NG,1963,Lincoln+WY,"[-110.5215459, 42.0703294]",42.0703294,-110.5215459
754,WY,Lincoln,PacifiCorp,4162,Naughton,OP,217.6,210.0,210.0,22,SUB,NG,1968,Lincoln+WY,"[-110.5215459, 42.0703294]",42.0703294,-110.5215459
755,WY,Lincoln,PacifiCorp,4162,Naughton,OP,326.4,330.0,330.0,22,SUB,NG,1971,Lincoln+WY,"[-110.5215459, 42.0703294]",42.0703294,-110.5215459
756,WY,Campbell,PacifiCorp,6101,Wyodak,OP,362.0,335.0,335.0,22,SUB,DFO,1978,Campbell+WY,"[-105.4489183, 44.3956107]",44.3956107,-105.4489183
757,UT,Emery,PacifiCorp,6165,Hunter,OP,488.3,446.0,446.0,22,BIT,DFO,1978,Emery+UT,"[-111.2487809, 38.9230307]",38.9230307,-111.2487809
758,UT,Emery,PacifiCorp,6165,Hunter,OP,488.3,430.0,430.0,22,BIT,DFO,1980,Emery+UT,"[-111.2487809, 38.9230307]",38.9230307,-111.2487809
759,UT,Emery,PacifiCorp,6165,Hunter,OP,495.6,460.0,460.0,22,BIT,DFO,1983,Emery+UT,"[-111.2487809, 38.9230307]",38.9230307,-111.2487809
760,WY,Sweetwater,PacifiCorp,8066,Jim Bridger,OP,577.9,531.0,531.0,22,SUB,DFO,1974,Sweetwater+WY,"[-109.1880047, 41.8519395]",41.8519395,-109.1880047
761,WY,Sweetwater,PacifiCorp,8066,Jim Bridger,OP,577.9,527.0,527.0,22,SUB,DFO,1975,Sweetwater+WY,"[-109.1880047, 41.8519395]",41.8519395,-109.1880047
762,WY,Sweetwater,PacifiCorp,8066,Jim Bridger,OP,577.9,530.0,530.0,22,SUB,DFO,1976,Sweetwater+WY,"[-109.1880047, 41.8519395]",41.8519395,-109.1880047
763,WY,Sweetwater,PacifiCorp,8066,Jim Bridger,OP,584.0,530.0,530.0,22,SUB,DFO,1979,Sweetwater+WY,"[-109.1880047, 41.8519395]",41.8519395,-109.1880047
764,UT,Emery,PacifiCorp,8069,Huntington,OP,498.0,461.0,461.0,22,BIT,DFO,1977,Emery+UT,"[-111.2487809, 38.9230307]",38.9230307,-111.2487809
765,UT,Emery,PacifiCorp,8069,Huntington,OP,498.0,450.0,450.0,22,BIT,DFO,1974,Emery+UT,"[-111.2487809, 38.9230307]",38.9230307,-111.2487809
766,WI,Lincoln,Packaging Corp of America,50476,Packaging of America Tomahawk Mill,OP,6.3,5.4,5.8,322122,BIT,WDS,1948,Lincoln+WI,"[-89.7725799, 45.3743102]",45.3743102,-89.7725799
767,WI,Lincoln,Packaging Corp of America,50476,Packaging of America Tomahawk Mill,OP,9.4,8.2,8.9,322122,BIT,WDS,1978,Lincoln+WI,"[-89.7725799, 45.3743102]",45.3743102,-89.7725799
768,OH,Lake,City of Painesville,2936,Painesville,SB,7.5,7.0,7.0,22,BIT,NG,1953,Lake+OH,"[-81.24558549999999, 41.7112669]",41.7112669,-81.24558549999999
769,OH,Lake,City of Painesville,2936,Painesville,OP,16.5,15.5,15.5,22,BIT,NG,1965,Lake+OH,"[-81.24558549999999, 41.7112669]",41.7112669,-81.24558549999999
770,OH,Lake,City of Painesville,2936,Painesville,OP,22.0,17.5,17.5,22,BIT,NG,1990,Lake+OH,"[-81.24558549999999, 41.7112669]",41.7112669,-81.24558549999999
771,OH,Lake,City of Painesville,2936,Painesville,SB,7.5,7.0,7.0,22,BIT,NG,1949,Lake+OH,"[-81.24558549999999, 41.7112669]",41.7112669,-81.24558549999999
772,PA,Carbon,Panther Creek Partners,50776,Panther Creek Energy Facility,OP,94.0,83.0,83.0,22,WC,,1992,Carbon+PA,"[-75.667356, 40.901975]",40.901975,-75.667356
773,VA,Chesterfield,Park 500 Philip Morris USA,50275,Park 500 Philip Morris USA,SB,6.1,2.0,5.5,312,BIT,DFO,1984,Chesterfield+VA,"[-77.5049863, 37.3770935]",37.3770935,-77.5049863
774,VA,Chesterfield,Park 500 Philip Morris USA,50275,Park 500 Philip Morris USA,OP,13.0,10.5,11.5,312,BIT,DFO,1983,Chesterfield+VA,"[-77.5049863, 37.3770935]",37.3770935,-77.5049863
775,FL,Orange,Orlando Utilities Comm,564,Stanton Energy Center,OP,464.5,440.0,443.0,22,BIT,,1987,Orange+FL,"[-81.2518833, 28.4844995]",28.4844995,-81.2518833
776,FL,Orange,Orlando Utilities Comm,564,Stanton Energy Center,OP,464.5,446.0,446.0,22,BIT,,1996,Orange+FL,"[-81.2518833, 28.4844995]",28.4844995,-81.2518833
777,IA,Marion,City of Pella - (IA),1175,Pella,OP,11.5,11.0,11.0,22,SUB,NG,1964,Marion+IA,"[-91.5968958, 42.033279]",42.033279,-91.5968958
778,IA,Marion,City of Pella - (IA),1175,Pella,OP,26.5,22.4,22.4,22,SUB,NG,1972,Marion+IA,"[-91.5968958, 42.033279]",42.033279,-91.5968958
779,VA,Chesapeake,Perdue Agribusiness,10515,Oilseed Plant,OS,1.7,1.6,1.6,311,BIT,,1985,Chesapeake+VA,"[-76.2874927, 36.7682088]",36.7682088,-76.2874927
780,IN,Miami,City of Peru - (IN),1037,Peru,OP,22.0,20.0,20.0,22,BIT,DFO,1959,Miami+IN,"[-86.1064885, 40.6140514]",40.6140514,-86.1064885
781,IN,Miami,City of Peru - (IN),1037,Peru,OP,12.5,12.0,12.0,22,BIT,DFO,1949,Miami+IN,"[-86.1064885, 40.6140514]",40.6140514,-86.1064885
782,NJ,Gloucester,US Operating Services Company,10043,Logan Generating Company LP,OP,242.3,219.0,219.0,22,BIT,DFO,1994,Gloucester+NJ,"[-75.036059, 39.79218600000001]",39.79218600000001,-75.036059
783,NJ,Salem,US Operating Services Company,10566,Chambers Cogeneration LP,OP,285.0,262.0,262.0,22,BIT,DFO,1994,Salem+NJ,"[-75.46714229999999, 39.5717796]",39.5717796,-75.46714229999999
784,PA,Northampton,US Operating Services Company,50888,Northampton Generating Company LP,OP,114.1,112.0,112.0,22,WC,TDF,1995,Northampton+PA,"[-75.4968501, 40.6862075]",40.6862075,-75.4968501
785,PA,Venango,US Operating Services Company,50974,Scrubgrass Generating Company LP,OP,94.7,83.1,84.1,22,WC,SUB,1993,Venango+PA,"[-80.1131125, 41.7725563]",41.7725563,-80.1131125
786,FL,Martin,US Operating Services Company,50976,Indiantown Cogeneration LP,OP,395.4,330.0,330.0,22,BIT,NG,1995,Martin+FL,"[-82.19055999999999, 29.29361]",29.29361,-82.19055999999999
787,CO,Larimer,Platte River Power Authority,6761,Rawhide,OP,293.6,278.0,280.0,22,SUB,,1984,Larimer+CO,"[-105.5943388, 40.6955572]",40.6955572,-105.5943388
788,NJ,Hudson,PSEG Fossil LLC,2403,PSEG Hudson Generating Station,OP,659.7,613.1,602.1,22,BIT,NG,1968,Hudson+NJ,"[-74.05351259999999, 40.7453199]",40.7453199,-74.05351259999999
789,NJ,Mercer,PSEG Fossil LLC,2408,PSEG Mercer Generating Station,OP,326.4,317.6,316.9,22,BIT,NG,1960,Mercer+NJ,"[-74.7337069, 40.3028533]",40.3028533,-74.7337069
790,NJ,Mercer,PSEG Fossil LLC,2408,PSEG Mercer Generating Station,OP,326.4,321.2,316.8,22,BIT,NG,1961,Mercer+NJ,"[-74.7337069, 40.3028533]",40.3028533,-74.7337069
791,OR,Morrow,Portland General Electric Co,6106,Boardman,OP,601.0,585.0,585.0,22,SUB,,1980,Morrow+OR,"[-119.6243921, 45.4514124]",45.4514124,-119.6243921
792,MT,Yellowstone,PPL Montana LLC,2187,J E Corette Plant,OP,172.8,153.0,153.0,22,SUB,NG,1968,Yellowstone+MT,"[-110.588455, 44.427963]",44.427963,-110.588455
793,MT,Rosebud,PPL Montana LLC,6076,Colstrip,OP,358.0,307.0,307.0,22,SUB,PG,1975,Rosebud+MT,"[-106.444746, 46.27444240000001]",46.27444240000001,-106.444746
794,MT,Rosebud,PPL Montana LLC,6076,Colstrip,OP,358.0,307.0,307.0,22,SUB,PG,1976,Rosebud+MT,"[-106.444746, 46.27444240000001]",46.27444240000001,-106.444746
795,MT,Rosebud,PPL Montana LLC,6076,Colstrip,OP,778.0,740.0,740.0,22,SUB,DFO,1984,Rosebud+MT,"[-106.444746, 46.27444240000001]",46.27444240000001,-106.444746
796,MT,Rosebud,PPL Montana LLC,6076,Colstrip,OP,778.0,740.0,740.0,22,SUB,DFO,1986,Rosebud+MT,"[-106.444746, 46.27444240000001]",46.27444240000001,-106.444746
797,OH,Hamilton,Procter & Gamble Co,50456,Procter & Gamble Cincinnati Plant,OP,12.5,11.7,11.8,339,BIT,NG,1965,Hamilton+OH,"[-84.5613355, 39.3995008]",39.3995008,-84.5613355
798,CT,Fairfield,PSEG Power Connecticut LLC,568,Bridgeport Station,OP,400.0,383.4,387.5,22,SUB,RFO,1968,Fairfield+CT,"[-73.2612615, 41.1408363]",41.1408363,-73.2612615
799,CO,Denver,Public Service Co of Colorado,465,Arapahoe,OP,40.0,44.0,44.0,22,SUB,NG,1951,Denver+CO,"[-104.9847179, 39.737567]",39.737567,-104.9847179
800,CO,Denver,Public Service Co of Colorado,465,Arapahoe,OP,112.5,109.0,109.0,22,SUB,NG,1955,Denver+CO,"[-104.9847179, 39.737567]",39.737567,-104.9847179
801,CO,Adams,Public Service Co of Colorado,469,Cherokee,OP,125.0,107.0,107.0,22,BIT,NG,1957,Adams+CO,"[-104.1930918, 39.8398269]",39.8398269,-104.1930918
802,CO,Adams,Public Service Co of Colorado,469,Cherokee,OP,170.5,152.0,152.0,22,BIT,NG,1962,Adams+CO,"[-104.1930918, 39.8398269]",39.8398269,-104.1930918
803,CO,Adams,Public Service Co of Colorado,469,Cherokee,OP,380.8,352.0,352.0,22,BIT,NG,1968,Adams+CO,"[-104.1930918, 39.8398269]",39.8398269,-104.1930918
804,CO,Pueblo,Public Service Co of Colorado,470,Comanche,OP,382.5,325.0,325.0,22,SUB,,1973,Pueblo+CO,"[-104.6091409, 38.2544472]",38.2544472,-104.6091409
805,CO,Pueblo,Public Service Co of Colorado,470,Comanche,OP,396.0,335.0,335.0,22,SUB,,1975,Pueblo+CO,"[-104.6091409, 38.2544472]",38.2544472,-104.6091409
806,CO,Pueblo,Public Service Co of Colorado,470,Comanche,OP,856.8,766.0,783.0,22,SUB,,2010,Pueblo+CO,"[-104.6091409, 38.2544472]",38.2544472,-104.6091409
807,CO,Boulder,Public Service Co of Colorado,477,Valmont,OP,191.7,184.0,184.0,22,BIT,NG,1964,Boulder+CO,"[-105.2705456, 40.0149856]",40.0149856,-105.2705456
808,CO,Routt,Public Service Co of Colorado,525,Hayden,OP,163.2,184.0,184.0,22,BIT,,1965,Routt+CO,"[-107.1011931, 40.4771623]",40.4771623,-107.1011931
809,CO,Routt,Public Service Co of Colorado,525,Hayden,OP,275.4,262.0,262.0,22,BIT,,1976,Routt+CO,"[-107.1011931, 40.4771623]",40.4771623,-107.1011931
810,CO,Morgan,Public Service Co of Colorado,6248,Pawnee,OP,552.3,505.0,505.0,22,SUB,,1981,Morgan+CO,"[-103.7289167, 40.2989226]",40.2989226,-103.7289167
811,IN,Vermillion,Duke Energy Indiana Inc,1001,Cayuga,OP,531.0,500.0,505.0,22,BIT,,1970,Vermillion+IN,"[-87.48020679999999, 39.8512139]",39.8512139,-87.48020679999999
812,IN,Vermillion,Duke Energy Indiana Inc,1001,Cayuga,OP,531.0,495.0,500.0,22,BIT,,1972,Vermillion+IN,"[-87.48020679999999, 39.8512139]",39.8512139,-87.48020679999999
813,IN,Floyd,Duke Energy Indiana Inc,1008,R Gallagher,OP,150.0,140.0,140.0,22,BIT,,1959,Floyd+IN,"[-85.8895551, 38.2869276]",38.2869276,-85.8895551
814,IN,Floyd,Duke Energy Indiana Inc,1008,R Gallagher,OP,150.0,140.0,140.0,22,BIT,,1958,Floyd+IN,"[-85.8895551, 38.2869276]",38.2869276,-85.8895551
815,IN,Floyd,Duke Energy Indiana Inc,1008,R Gallagher,OP,150.0,140.0,140.0,22,BIT,,1960,Floyd+IN,"[-85.8895551, 38.2869276]",38.2869276,-85.8895551
816,IN,Floyd,Duke Energy Indiana Inc,1008,R Gallagher,OP,150.0,140.0,140.0,22,BIT,,1961,Floyd+IN,"[-85.8895551, 38.2869276]",38.2869276,-85.8895551
817,IN,Vigo,Duke Energy Indiana Inc,1010,Wabash River,OP,112.5,85.0,85.0,22,BIT,,1953,Vigo+IN,"[-87.53731499999999, 39.286121]",39.286121,-87.53731499999999
818,IN,Vigo,Duke Energy Indiana Inc,1010,Wabash River,OP,123.2,85.0,85.0,22,BIT,,1954,Vigo+IN,"[-87.53731499999999, 39.286121]",39.286121,-87.53731499999999
819,IN,Vigo,Duke Energy Indiana Inc,1010,Wabash River,OP,112.5,85.0,85.0,22,BIT,,1955,Vigo+IN,"[-87.53731499999999, 39.286121]",39.286121,-87.53731499999999
820,IN,Vigo,Duke Energy Indiana Inc,1010,Wabash River,OP,125.0,95.0,95.0,22,BIT,,1956,Vigo+IN,"[-87.53731499999999, 39.286121]",39.286121,-87.53731499999999
821,IN,Vigo,Duke Energy Indiana Inc,1010,Wabash River,OP,387.0,318.0,318.0,22,BIT,,1968,Vigo+IN,"[-87.53731499999999, 39.286121]",39.286121,-87.53731499999999
822,IN,Gibson,Duke Energy Indiana Inc,6113,Gibson,OP,667.9,630.0,635.0,22,BIT,,1976,Gibson+IN,"[-87.5791287, 38.3338249]",38.3338249,-87.5791287
