Fuel Type Code,Station Name,Street Address,City,State,ZIP,Station Phone,lat,lon,Date Last Confirmed,Hydrogen Status Link,NG Vehicle Class,E85 Blender Pump,EV Connector Types
ELEC,La Quinta Inn & Suites Cookeville,1131 S. Jefferson Ave,Cookeville,TN,38501,888-998-2546,36.13304,-85.504809,2014-08-11,,,,J1772
ELEC,THE BOEING CO,901 N. Selby St,El Segundo,CA,90245,888-758-4389,33.9289685,-118.393833,2014-08-11,,,,J1772
E85,Cenex,911 Highway 34 E,Detroit Lakes,MN,56501,218-847-3190,46.824986,-95.831716,2014-03-06,,,TRUE,
ELEC,Florida Power & Light - Automotive Engineering Center,2457 Port West Blvd,West Palm Beach,FL,33407,,26.7696566,-80.1040066,2012-06-30,,,,J1772
ELEC,IRVINE CO OFC,4225 Executive Square,San Diego,CA,92037,888-758-4389,32.8738539,-117.2156191,2014-08-11,,,,J1772
BD,Hot Springs National Park Fueling Center - Maintenance,101 Reserve St,Hot Springs,AR,71901,,34.5116355,-93.05402,2014-08-05,,,,
E85,Propel Fuels - Arco,1501 N Melrose Dr,Oceanside,CA,92056,760-806-4445,33.2234407,-117.2630945,2013-12-31,,,FALSE,
E85,Speedway #6312,401 Mackinaw Ave,Cheboygan,MI,49721,231-627-7881,45.6489638,-84.4777383,2014-03-06,,,FALSE,
LPG,U-Haul,116 Whalley Ave,New Haven,CT,6511,203-562-3177,41.3141729,-72.93653,2014-04-04,,,,
ELEC,Sunation Solar Systems,2 Montauk Hwy,Southampton,NY,11968,631-750-9454,40.897941,-72.371428,2013-04-30,,,,J1772
CNG,Clean N' Green - Waste Management,3831 Powerline Rd,Pompano Beach,FL,33073,800-950-3835,26.2767935,-80.15230420000002,2014-04-04,,HD,,
ELEC,NCE SEATTLE,2450 8th Ave S,Seattle,WA,98134,888-758-4389,47.5807686,-122.3232574,2014-08-11,,,,J1772
LPG,Michael's West Exxon,1011 Highway 2 W,Kalispell,MT,59901,406-755-9491,48.2052844,-114.2967956,2014-08-05,,,,
ELEC,Crossroads Nissan of Hickory,1555 Highway 321 N,Hickory,NC,28601,828-324-5040,35.754342,-81.372535,2014-05-02,,,,J1772
CNG,City of Pensacola - Palafox St,2759 Palafox St,Pensacola,FL,32501,,30.440478,-87.224571,2014-06-03,,HD,,
E85,Cenex C-Store,209 5th Ave NW,Roseau,MN,56751,218-463-3722,48.8451044,-95.7684191,2014-03-06,,,FALSE,
LPG,Pike-Delta-York Local School District,504 Fernwood St,Delta,OH,43515,,41.5772832,-84.0025141,2014-04-04,,,,
ELEC,Shingle Springs Nissan,4045 Wild Chaparral Dr,Shingle Springs,CA,95682,530-677-8771,38.663479,-120.940044,2014-04-21,,,,J1772
LPG,Spotsylvania County,6921 N Roxbury Mill Rd,Spotsylvania,VA,22551,,38.15011,-77.5104,2012-05-31,,,,
E85,Clay City Knapp Mart,943 S Main St,Clay City,IL,62824,618-676-1303,38.680794,-88.3541,2013-10-31,,,FALSE,
ELEC,WHOLE FOODS MKT,6001 N Western Ave,Oklahoma City,OK,73118,888-758-4389,35.5338892,-97.5307376,2014-08-11,,,,NEMA520 J1772
LPG,U-Haul,1530 Ashley Rd,Charlotte,NC,28208,704-399-2528,35.2413157,-80.897311,2014-07-03,,,,
ELEC,City of Rancho Cucamonga - City Hall,10500 Civic Center Dr,Rancho Cucamonga,CA,91730,909-477-2700,34.10303,-117.576,2013-03-25,,,,J1772
ELEC,Cowles Parkway Ford,13779 Noblewood Plaza,Woodbridge,VA,22193,703-986-5500,38.652578,-77.312092,2013-12-31,,,,J1772
ELEC,Queen Ka`ahumanu Center,275 W Kaahumanu Ave,Kahului,HI,96732,808-270-6802,20.8878737,-156.475298,2014-05-02,,,,CHADEMO
HY,Newark - Air Liquide & UD,200 Gbc Drive,Newark,DE,19702,(302) 286-5400,39.6117115,-75.7386518,2014-02-12,,,,
CNG,Trillium CNG,1905 Prospect Ct,Appleton,WI,54914,800-920-1166,44.245683,-88.483089,2014-08-05,,HD,,
LPG,West Texas Gas,2500 US Highway 277 N,Anson,TX,79501,325-823-2724,32.744203,-99.897072,2013-02-28,,,,
E85,Break Time Convenience Store #3135,609 N Catalpa St,Dexter,MO,63841,573-614-4049,36.7998519,-89.9618608,2014-07-02,,,FALSE,
ELEC,Kaiser Permanete - Panorama City Med Ctr,13651 Willard street,Panorama City,CA,91402,888-998-2546,34.21803,-118.4292,2014-08-11,,,,J1772
ELEC,SWEENEY BMW,105 W Kemper Rd,Cincinnati,OH,45246,888-758-4389,39.2865374,-84.470979,2014-08-11,,,,J1772
E85,US Petroleum,236 Larkfield Rd,East Northport,NY,11731,631-486-6790,40.877118,-73.325102,2014-04-04,,,FALSE,
CNG,City of Anaheim,955 S Melrose,Anaheim,CA,92805,,33.8239411,-117.9047683,2014-05-02,,HD,,
ELEC,IBEW LOCAL 46,19802 62nd Ave S,Kent,WA,98032,888-758-4389,47.4242096,-122.2566452,2014-08-11,,,,NEMA520 J1772
LPG,Mutual Propane,17117 S Broadway St,Gardena,CA,90248,323-321-3771,33.875716,-118.278513,2014-05-02,,,,
ELEC,Hyundai,5759 State Highway 58,California City,CA,93505,,35.021993,-118.037266,2013-11-25,,,,J1772
ELEC,Dick Smith Nissan,3670 Fernandina Rd,Columbia,SC,29210,803-772-8700,34.055445,-81.128088,2014-05-02,,,,J1772
ELEC,NRG eVgo - Serramonte Nissan,650 Serramonte Blvd,Colma,CA,94014,877-455-3833,37.676212,-122.461338,2014-07-03,,,,CHADEMO
CNG,L T Verrastro Inc,700 Moosic Rd,Old Forge,PA,18518,570-343-2454,41.36363,-75.73025799999999,2014-08-05,,HD,,
ELEC,Mercer University - West End Ave,1730 West End Avenue,Macon,GA,31201,888-998-2546,32.831743,-83.652398,2014-08-11,,,,J1772
ELEC,Ames Research Center,Mark & Warren St,Moffett Field,CA,94035,,37.416283,-122.059908,2014-08-05,,,,
ELEC,Southern California Edison - Palm Springs Service Center,36100 Cathedral Canyon Dr,Cathedral City,CA,92234,,33.785424,-116.465959,2012-07-31,,,,
E85,City of Denton,1521 S Mayhill Rd,Denton,TX,76208,,33.1936758,-97.0848598,2013-11-30,,,FALSE,
ELEC,St. Paul Public Works Garage,873 Dale St N,St. Paul,MN,55103,,44.9678,-93.1268,2014-05-02,,,,NEMA520 J1772
LPG,U-Haul,2980 Morse Rd,Columbus,OH,43231,614-476-0093,40.060011,-82.940271,2014-03-06,,,,
ELEC,Denison Parking Inc - Plaza Park Garage,109 S Capitol Ave,Indianapolis,IN,46204,888-235-4976,39.7689181,-86.1616323,2014-07-03,,,,J1772
ELEC,WALNUT CREEK,1625 Locust St,Walnut Creek,CA,94596,888-758-4389,37.900959,-122.0626373,2014-08-11,,,,NEMA520 J1772
E85,Family Express - La Porte Fail Road,1004 E State Rd 2,La Porte,IN,46350,219-324-6197,41.6013464,-86.7306527,2014-07-02,,,FALSE,
ELEC,Lia Nissan of Enfield,10 Palomba Dr,Enfield,CT,6082,860-253-6827,41.9979545,-72.5742057,2014-04-21,,,,J1772
ELEC,CMT,576-626 Pleasant Hill Rd,Owings Mills,MD,21117,888-758-4389,39.4173274,-76.8091065,2014-08-11,,,,NEMA520 J1772
ELEC,E3 Commons - Missouri University of Science and Technology,903 Collegiate Blvd,Rolla,MO,65401,618-267-9783,37.9587847,-91.7807659,2012-02-29,,,,J1772
ELEC,NATIONAL GRID,200 Niagara St,Tonawanda,NY,14150,888-758-4389,43.019089,-78.886949,2014-08-11,,,,J1772
CNG,Trillium CNG - United Parcel Service - Los Angeles,1800 N Main St,Los Angeles,CA,90031,,34.063872,-118.2213315,2014-05-02,,MD,,
ELEC,Carriage House Restaurant,8310 State Highway 73,Townsend,TN,37882,888-998-2546,35.677596,-83.725857,2014-08-11,,,,J1772
E85,Farmers Co-op Elevator Co,12543 190th St,Arcadia,IA,51430,712-689-2296,42.078792,-95.041174,,,,FALSE,
ELEC,DOE GERMANTOWN,19901 Germantown Rd,Germantown,MD,20874,888-758-4389,39.180994,-77.2561049,2014-08-11,,,,NEMA520 J1772
LPG,INDOT - Shipshewana Maintenance Unit,1305 County Rd 675 W,Shipshewana,IN,46565,,41.6593,-85.5561,2013-08-31,,,,
E85,Propel Clean Mobility Center,1124 E Chapman Ave,Fullerton,CA,92831,714-447-3500,33.8737267,-117.9074253,2013-11-30,,,FALSE,
LPG,Ferrellgas,2728 Main St,Keokuk,IA,52632,573-449-5431,40.413026,-91.40167199999999,2014-04-04,,,,
ELEC,NRG eVgo - Walgreens Freedom Station,780 W Bedford Euless Rd,Hurst,TX,76053,877-455-3833,32.8348,-97.18582,2014-07-03,,,,NEMA520 J1772 CHADEMO
ELEC,LA Live / Staples Center,"1005 W. Chick Hearn Ct, West Garage Level G & A1 - Back Wall",Los Angeles,CA,90015,888-998-2546,34.044435,-118.268069,2014-08-11,,,,J1772
ELEC,BMW ORANGE PARK,6914 Blanding Blvd,Jacksonville,FL,32244,888-758-4389,30.2246141,-81.7390224,2014-08-11,,,,J1772
LPG,U-Haul,808 E Washington Blvd,Fort Wayne,IN,46803,260-424-7724,41.078314,-85.127228,2014-07-03,,,,
ELEC,MEIJER STORES,29377-29625 Mound Rd,Warren,MI,48092,888-758-4389,42.5085622,-83.0468447,2014-08-11,,,,NEMA520 J1772
LPG,AmeriGas,1020 S Highway 118,Richfield,UT,84701,435-896-5071,38.7838124,-112.0569518,2013-02-28,,,,
ELEC,Fair Park Lot 5B,Grand Ave / 2nd,Dallas,TX,75315,888-998-2546,32.7781,-96.7648,2014-08-11,,,,J1772
E85,Cumberland Farms #3132,511 Duanesburg Rd,Schenectady,NY,12306,518-356-5824,42.7868808,-73.9981765,2014-04-04,,,FALSE,
ELEC,SEARS - Store #1385 (Cumberland Mall),1500 Cumberland Mall SE,Atlanta,GA,30339,888-998-2546,33.879396,-84.47118,2014-08-11,,,,J1772
CNG,O'Daniel Honda,804 S 75th St,Omaha,NE,68114,,41.250561,-96.029781,2014-06-03,,LD,,
CNG,Love's Country Store #19,102 SE 2nd St,Guymon,OK,73942,580-338-2414,36.678328,-101.481176,2014-03-06,,MD,,
ELEC,HB Frazer Co,514 Shoemaker Rd,King of Prussia,PA,19406,888-998-2546,40.080224,-75.357456,2014-08-05,,,,J1772
ELEC,Holiday Inn Express - Tesla,840 US 64,Plymouth,NC,27962,877-798-3752,35.8501509,-76.756579,2014-04-04,,,,TESLA
LPG,Hocon Gas Inc,715 Boston Post Rd,Guilford,CT,6437,203-458-2790  877-906-2500,41.288858,-72.672503,2014-07-02,,,,
ELEC,A123 Systems,76 Treble Cove Rd,North Billerica,MA,1862,,42.577259,-71.289749,2014-04-04,,,,J1772
ELEC,TOWSON,Towsontown Blvd W,Towson,MD,21204,888-758-4389,39.3960184,-76.6102711,2014-08-11,,,,NEMA520 J1772
LPG,Acadia - Schoodic Site Fuel System,126 Acadia Dr,Winter Harbor,ME,4693,,44.337133,-68.060289,2014-08-05,,,,
ELEC,KOHL'S,1401 Town Center Dr,Lakeland,FL,33803,888-758-4389,28.002079,-81.9783554,2014-08-11,,,,NEMA520 J1772
BD,Propel Fuels - Chevron,735 W Capitol Expy,San Jose,CA,95136,408-979-7811 x10,37.27504,-121.8664816,2013-11-30,,,,
E85,Speedway #5252,3555 N Bend Rd,Hebron,KY,41048,859-534-5627,39.057407,-84.705158,2014-03-06,,,FALSE,
LPG,INDOT - Birdseye Maintenance Unit,26900 State Rd 145,Siberia,IN,47515,,38.2300327,-86.70223,2013-08-31,,,,
LPG,INDOT - Plymouth Subdistrict,12636 W 4A Rd,Plymouth,IN,46563,,41.4146467,-86.3061395,2013-08-31,,,,
ELEC,Autonation Chevrolet,1111 Linton Blvd,Delray Beach,FL,33444,561-265-6800,26.440385,-80.085147,2013-10-25,,,,NEMA520 J1772
LPG,Ferguson Propane,510 Rayburn St,Cleveland,TX,77327,281-432-1900,30.338398,-95.093355,2013-02-28,,,,
E85,Cenex Convenience Store,330 County Rd 21 S,Glenwood,MN,56334,320-634-3826,45.6444812,-95.36785669999999,2014-03-06,,,FALSE,
CNG,VNG,2901 W Abbottsford Ave,Philadelphia,PA,19129,610-709-5500,40.0158111,-75.1757169,2014-08-05,,LD,,
ELEC,Downtown Nashville Nissan,25 Vantage Way,Nashville,TN,37228,615-248-5100,36.190605,-86.793258,2014-05-02,,,,J1772
ELEC,Matt Castrucci Nissan,3013 Mall Park Dr,Dayton,OH,45459,937-434-4723,39.639568,-84.22375,2014-04-21,,,,J1772
CNG,Clean Energy - PS Energy - Tucker,1833 Tucker Industrial Rd,Tucker,GA,30084,866-809-4869,33.8363211,-84.20331999999999,2014-04-04,,MD,,
ELEC,Waterfront Hilton Resort - Valet,21100 Pacific Coast Hwy,Huntington Beach,CA,92648,714-845-8000,33.65315,-117.9938,2013-12-31,,,,J1772
ELEC,Nissan of Manhattan,662 11th Ave,New York,NY,10036,212-459-1500,40.7640743,-73.9956792,2014-04-21,,,,J1772
ELEC,City of Pasadena - Holly Street Garage,150 E Holly St,Pasadena,CA,91103,626-744-7665,34.147196,-118.147294,2013-12-31,,,,J1772
ELEC,Rabobank - Goleta,5956 Calle Real,Goleta,CA,93117,805-967-0451,34.4419061,-119.8295935,2013-12-31,,,,J1772
E85,BP - Elliott Oil Co,100 1st St,Batavia,IA,52533,641-662-2700,41.002242,-92.163889,2014-04-04,,,FALSE,
ELEC,DUKE ENERGY,2155 E Main St,Plainfield,IN,46168,888-758-4389,39.7129343,-86.3694703,2014-08-11,,,,J1772
LPG,Bleyhl Farm Service,940 E Wine Country Rd,Grandview,WA,98930,509-882-3764,46.253651,-119.880388,2014-06-03,,,,
LPG,AmeriGas,1290 Hartsville Pike,Gallatin,TN,37066,615-452-3843,36.3975404,-86.4027161,2014-08-05,,,,
ELEC,IRVINE CO OFC,4365 Executive Drive,San Diego,CA,92121,888-758-4389,32.8744377,-117.2125411,2014-08-11,,,,J1772
LPG,Suburban Propane,317 Chapin Rd,Chapin,SC,29036,803-345-8945,34.1395042,-81.3194697,2014-06-03,,,,
ELEC,Central Nissan,2907 E Parker Rd,Jonesboro,AR,72404,870-268-5454,35.805509,-90.6709214,2014-04-21,,,,J1772
BD,Cannon Air Force Base,112 Engineers Way,Cannon AFB,NM,88103,,34.3958228,-103.3189382,2014-08-05,,,,
LPG,Reliance,6025 Secor Rd,Toledo,OH,43613,419-473-1021,41.72504,-83.62494,2014-03-06,,,,
ELEC,Nissan of the Eastside,11815 NE 8th Ave,Bellevue,WA,98005,888-998-2546,47.616924,-122.182548,2014-08-11,,,,CHADEMO
ELEC,Local Roots Market,140 S Walnut St,Wooster,OH,44691,330-263-5336,40.7974234,-81.9414121,2014-07-03,,,,NEMA520 J1772
ELEC,Barlow Trail Roadhouse,69580 E Highway 26,Welches,OR,97067,888-833-2148,45.344756,-121.949122,2014-05-02,,,,J1772 CHADEMO
ELEC,PRAIRIE STATE,299 Coolidge St S,Chicago Heights,IL,60411,888-758-4389,41.526518,-87.6400875,2014-08-11,,,,J1772
E85,Newton's Service & Parts,601 N Main St,Columbiana,OH,44408,330-482-9481,40.898633,-80.69676609999999,2014-03-06,,,TRUE,
CNG,Pensacola Energy - Ellyson Industrial Park,3320 Copter Rd,Pensacola,FL,32514,850-324-1851,30.5276307,-87.1963561,2014-08-05,,HD,,
ELEC,OCCIDENTAL,Gilman Rd,Los Angeles,CA,90041,888-758-4389,34.1293449,-118.2110138,2014-08-11,,,,J1772
LPG,U-Haul,13721 E Colfax Ave,Aurora,CO,80011,303-360-9944,39.740679,-104.827579,2013-10-31,,,,
ELEC,SANTA CRUZ CNTY,691 Ocean St,Santa Cruz,CA,95060,888-758-4389,36.9776535,-122.0208206,2014-08-11,,,,NEMA520 J1772
ELEC,Shoppes at Oakwood - Tesla,4601 Keystone Crossing,Eau Claire,WI,54701,877-798-3752,44.7712031,-91.43845789999999,2014-03-06,,,,TESLA
ELEC,CPSE-SATX,1055 Ada St,San Antonio,TX,78223,888-758-4389,29.3814869,-98.4570953,2014-08-11,,,,J1772
CNG,Town of Chapel Hill,6850 Millhouse Rd,Chapel Hill,NC,27516,,35.9774112,-79.0763522,2014-07-03,,HD,,
ELEC,Pierce County - City Building,930 Tacoma Ave S,Tacoma,WA,98402,253-798-6611,47.2542613,-122.4452626,2014-06-03,,,,J1772
ELEC,NRG eVgo - Walgreens Freedom Station,939 York Rd,Towson,MD,21204,877-455-3833,39.409487,-76.607978,2014-07-03,,,,NEMA520 J1772 CHADEMO
ELEC,JBG - Hyatt Fairfax - Fairfax VA,12777 Fair Lakes Circle,Fairfax,VA,22033,888-998-2546,38.857814,-77.386671,2014-08-11,,,,J1772
LPG,Tri-Gas,13255 Augustine Herman Hwy,Galena,MD,21635,410-648-5856,39.339611,-75.888991,2013-02-28,,,,
ELEC,Community Nissan of Mason City,1780 S Monroe Ave,Mason City,IA,50401,641-423-8216,43.13562,-93.211965,2014-04-04,,,,J1772
ELEC,ORNL UTKA,2402 E.J. Chapman Drive,Knoxville,TN,37996,888-998-2546,35.945439,-83.937871,2014-08-11,,,,J1772
LNG,Encana - DeSoto LNG Station,6797 Highway 175,Frierson,LA,71027,866-251-0032,32.2140539,-93.7057524,2014-07-03,,HD,,
E85,Holiday Stationstore #3548,1010 Central Ave NW,East Grand Forks,MN,56721,218-773-1933,47.9348816,-97.0198523,2014-04-04,,,FALSE,
ELEC,IMPARK SF,100-152 Terry A Francois Blvd,SF,CA,94158,888-758-4389,37.7761242,-122.3895078,2014-08-11,,,,J1772
ELEC,"HAMPTON INN, KY",401 W 2nd St,Owensboro,KY,42301,888-758-4389,37.7750128,-87.1152597,2014-08-11,,,,J1772
ELEC,Quality Nissan - Temecula,41895 Motor Car Pkwy,Temecula,CA,92591,951-676-6601,33.5165025,-117.1554931,2014-04-21,,,,J1772
E85,Loma Catalina Mart - Diamond Shamrock,2075 W Ruthrauff,Tucson,AZ,85705,520-293-2161,32.293872,-111.01138,2013-09-30,,,FALSE,
ELEC,Palmetto Nissan,2185 W Evans St,Florence,SC,29501,843-665-8467,34.1895025,-79.8106838,2014-05-02,,,,J1772
ELEC,Roberts Nissan,2747 Hillsboro Blvd,Manchester,TN,37355,931-728-2212,35.4550288,-86.0450369,2014-05-02,,,,J1772
E85,Oak Ridge BWXT Y-12 Complex,2005 Old Bear Creek Rd,Oak Ridge,TN,37830,,35.978145,-84.273205,2014-08-05,,,FALSE,
ELEC,NRG eVgo - The Shops at Mission Viejo,555 The Shops at Mission Viejo,Mission Viejo,CA,92691,877-455-3833,33.557223,-117.668255,2014-07-03,,,,J1772 CHADEMO
BD,Bellingham Shell,4240 Meridian St,Bellingham,WA,98226,360-734-9588,48.794868,-122.485355,2013-05-31,,,,
E85,SuperMart Shell,153 US Highway 27,Bremen,GA,30110,770-537-1326,33.5816831,-85.078369,2013-07-31,,,FALSE,
E85,Jet-Pep Store #581,1007 E Willow St,Scottsboro,AL,35768,256-259-0343,34.6738187,-86.0228321,2013-09-30,,,FALSE,
E85,United Farmers Co-op,1504 Platte Ave,York,NE,68467,402-362-1510,40.874587,-97.594431,2014-06-03,,,FALSE,
BD,Marine Corps Logistic Base - Albany,814 Radford Blvd,Albany,GA,31704,,31.551225,-84.066879,2014-08-05,,,,
ELEC,Muse,17141 Collins Ave,Sunny Isles Beach,FL,33160,800-663-5633,25.9350841,-80.1216073,2014-08-11,,,,J1772
HY,SunLine,32505 Harry Oliver Trail,Thousand Palms,CA,92276,760-343-3456 x312,33.81328,-116.394413,2008-05-29,http://cafcp.org/stations/thousand-palms-sunline,,,
ELEC,MEIJER STORES,746 E 16th St,Holland,MI,49423,888-758-4389,42.781304,-86.073807,2014-08-11,,,,NEMA520 J1772
ELEC,NRG eVgo - 49ers Stadium ,2525 Tasman Dr,Santa Clara,CA,95050,877-455-3833,37.40535,-121.97187,2014-08-05,,,,CHADEMO
LPG,AmeriGas,111 Futrell Ln,Kinston,NC,28504,252-527-4148,35.242019,-77.619681,2014-07-03,,,,
BD,City of Phoenix - Fire Station #13,2838 N 47th Pl,Phoenix,AZ,85008,,33.479494,-111.97875,2013-10-31,,,,
ELEC,Landers McLarty Nissan,6520 University Dr NW,Huntsville,AL,35806,256-837-5752,34.748964,-86.690858,2014-05-02,,,,J1772
E85,Olive Street Station,610 E 3rd St,Atlantic,IA,50022,712-243-2951,41.40793,-95.00449719999999,2014-04-04,,,TRUE,
ELEC,Branchville Rail Station,US 7 & SR 102,Ridgefield,CT,6877,860-431-2700,41.267627,-73.44164,2014-08-05,,,,J1772
CNG,Kwik Trip #422,9535 S 13th St,Oak Creek,WI,53154,414-762-2370,42.87117,-87.933519,2014-05-02,,HD,,
ELEC,MBTA,3699 Washington St,Jamaica Plain,MA,2130,888-758-4389,42.3006628,-71.11393079999999,2014-08-11,,,,J1772
LPG,Suburban Propane,507 W Main St,Mount Summit,IN,47361,765-533-4768,40.0044829,-85.3928141,2014-07-02,,,,
LPG,U-Haul,1117 E Main St,Grand Prairie,TX,75050,972-262-5116,32.746235,-96.99033,2013-11-30,,,,
ELEC,CCAH,1600 Green Hills Rd,Scotts Valley,CA,95066,888-758-4389,37.050196,-122.010112,2014-08-11,,,,NEMA520 J1772
LPG,Big River Oil Service,1920 Orchard Ave,Hannibal,MO,63401,573-221-0226,39.6833787,-91.3977787,2014-06-03,,,,
CNG,Town of Stratford,105 Beacon Point Rd,Stratford,CT,6615,,41.17931799999999,-73.1251884,2014-04-04,,HD,,
E85,Kwik Trip #491,2103 S 42nd St,Manitowoc,WI,54220,920-652-0592,44.0738797,-87.7001062,2014-05-02,,,FALSE,
ELEC,BMW OF MOBILE 1,2958-2960 Mc Vay Dr N,Mobile,AL,36606,888-758-4389,30.6553646,-88.1157329,2014-08-11,,,,J1772
ELEC,GEORGIA STATE,52 Courtland St SE,Atlanta,GA,30303,888-758-4389,33.7521518,-84.3875469,2014-08-11,,,,J1772
ELEC,Darcars Nissan,15911 Indianola Dr,Rockville,MD,20855,301-309-2200,39.113263,-77.16107,2014-04-21,,,,J1772
CNG,Clean Energy,8550 Fruitridge Rd,Sacramento,CA,95826,,38.52282,-121.387137,2014-06-13,,MD,,
LPG,MFA Oil & Propane Co,301 E Old Route 50,Otterville,MO,65348,660-366-4311,38.698654,-92.999338,2014-06-03,,,,
E85,Marathon,57065 Gratiot Ave,New Haven,MI,48048,586-749-0190,42.719845,-82.79768500000002,2014-06-03,,,FALSE,
E85,Western Convenience Store,2714 Thatcher Ave,Pueblo,CO,81004,719-542-1250,38.2585229,-104.6432681,2013-12-31,,,FALSE,
ELEC,CARCHARGING,80 Landsdowne St.,Cambridge,MA,2139,888-758-4389,42.3601151,-71.100174,2014-08-11,,,,NEMA520 J1772
E85,Sac n Pac Convenience Store,7809 Camino Real,Maxwell,TX,78656,512-357-4048,29.9891824,-97.7568535,2013-11-30,,,FALSE,
CNG,Clean Energy - Santa Monica SoCal Gas Station,1701 Stewart St,Santa Monica,CA,90404,866-809-4869,34.031049,-118.466894,2014-05-02,,HD,,
ELEC,CALTECH,405 S Wilson Ave,Pasadena,CA,91106,888-758-4389,34.1384874,-118.1282761,2014-08-11,,,,J1772
LPG,Davis Propane,6671 S Highway 69,Savanna,OK,74565,918-423-0945,34.8436103,-95.8307308,2014-08-05,,,,
CNG,Trillium CNG,402 N 1st St,Nashville,TN,37207,800-920-1166,36.178332,-86.77489899999999,2014-07-03,,HD,,
ELEC,Lynch Nissan - Auburn,336 Lee Rd,Auburn,AL,36830,334-821-4888,32.546231,-85.4138188,2014-05-02,,,,J1772
ELEC,OUC,12201 Avalon Lake Dr,Orlando,FL,32828,888-758-4389,28.5105247,-81.1546936,2014-08-11,,,,NEMA520 J1772
HY,FirstElement - Coalinga,24505 W. Doris Ave.,Coalinga,CA,93210,(949) 205-5553,36.2531641,-120.2385342,2014-06-11,,,,
ELEC,Inn at Virginia Tech,901 Prices Fork Rd,Blacksburg,VA,24060,540-231-8000,37.231342,-80.4308351,2013-12-31,,,,J1772
ELEC,Delta Products Corp,4405 Cushing Pkwy,Fremont,CA,94538,,37.4900374,-121.9528583,2012-03-25,,,,J1772
ELEC,James Ceranti Nissan,3130 Highway 82 E,Greenville,MS,38703,662-335-3505,33.400832,-91.008176,2014-04-21,,,,J1772
BD,Stennis Space Center,Endeavor Blvd,Stennis Space Center,MS,39529,,30.358589,-89.62905,2014-08-05,,,,
ELEC,SCIENCE MUSEUM,2500 W Broad Street,Richmond,VA,23220,888-758-4389,37.5605927,-77.465683,2014-08-11,,,,NEMA520 J1772
E85,Woodman's Grocery,151 Hansen Blvd,North Aurora,IL,60542,630-723-3900,41.8045204,-88.3698202,2013-10-31,,,FALSE,
LPG,U-Haul,8250 Highway 99,Vancouver,WA,98665,360-574-1234,45.681562,-122.662146,2014-06-03,,,,
ELEC,YMCA - Town North #75,4332 Northhaven Rd,Dallas,TX,75229,888-998-2546,32.901518,-96.834891,2014-08-11,,,,J1772
ELEC,Autoflex Fleet Services,1206 Ridgely St,Baltimore,MD,21230,410-528-0150,39.2778379,-76.6264928,2012-10-31,,,,J1772
ELEC,TARGET CORP,391 Makaala St,Hilo,HI,96720,888-758-4389,19.700072,-155.0593405,2014-08-11,,,,J1772
ELEC,Woodfield Nissan,700 W Higgins Rd,Hoffman Estates,IL,60195,847-310-1900,42.050042,-88.099433,2014-04-21,,,,J1772
E85,Farmers Co-op Oil Co - Cenex,537 E Highway 212,Sacred Heart,MN,56285,320-765-2752,44.7868567,-95.3563765,2014-03-06,,,TRUE,
ELEC,PALO ALTO USD,25 Churchill Ave,Palo Alto,CA,94306,888-758-4389,37.4344826,-122.1533661,2014-08-11,,,,J1772
BD,Edgecombe County - North Carolina DOT,Wilson St,Tarboro,NC,27886,,35.880314,-77.575028,2013-06-30,,,,
ELEC,Hill Nissan,6401 Cypress Gardens Blvd,Winter Haven,FL,33884,863-299-2161,27.9804934,-81.6686726,2014-05-02,,,,J1772 CHADEMO
ELEC,COUNTY OF MARIN,3501 Civic Center Drive,San Rafael,CA,94903,888-758-4389,37.9977774,-122.5300475,2014-08-11,,,,NEMA520 J1772
LPG,Ferrellgas,2341 Old Main St,Maysville,KY,41056,800-258-1587,38.602178,-83.811314,2014-07-03,,,,
ELEC,CITY OF GR PARK,16 Weston St SW,Grand Rapids,MI,49503,888-758-4389,42.9619026,-85.6689911,2014-08-11,,,,NEMA520 J1772
ELEC,Victor Building Parking Garage,750 9th St NW,Washington,DC,20001,202-638-0253,38.899383,-77.024342,2012-09-30,,,,NEMA515 J1772
CNG,Clean Energy - Republic Services,3015 E Comstock Ave,Nampa,ID,83687,866-809-4869,43.593304,-116.534414,2014-06-26,,HD,,
ELEC,NRG eVgo - Bowie Town Center,15437 Excelsior Dr,Bowie,MD,20716,877-455-3833,38.945533,-76.73595,2014-07-03,,,,J1772 CHADEMO
ELEC,DUKE ENERGY,1272 E Markle Rd,Huntington,IN,46750,888-758-4389,40.848804,-85.426509,2014-08-11,,,,J1772
ELEC,Grand Casino RV Resort Chalets,777 Lady Luck Dr,Hinckley,MN,55037,800-468-3517,46.0109511,-92.90521799999999,2014-03-06,,,,NEMA1450
LPG,Schwan's Fine Foods,45 Red Rock Rd,Carson City,NV,89706,,39.21773,-119.674,2012-08-31,,,,
ELEC,Montreat College,310 Appalachian Way,Montreat,NC,28757,828-669-8002,35.64569,-82.296916,2014-07-03,,,,J1772
ELEC,CITY OF SB EV2,401 Shoreline Dr,Santa Barbara,CA,93109,888-758-4389,34.4079285,-119.6914139,2014-08-11,,,,NEMA520 J1772
ELEC,Kroger Store #744,3135 FM 528,Friendswood,TX,77546,888-998-2546,29.522391,-95.160844,2014-08-11,,,,J1772
