,PLANT_NAME,ONLINE_MW,FACILITY,PRIMARY_FUEL,TECHNOLOGY,STATUS,location,lat,lon
598,LA COUNTY MTA,1.05,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,LOS ANGELES+CA,34.0522342,-118.2436849
599,DEPENDABLE HIGHWAY EXPRESS,1.05,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,LOS ANGELES+CA,34.0522342,-118.2436849
600,SPVP007 - REDLANDS,3.2,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,REDLANDS+CA,34.0555693,-117.1825381
601,SPV008 - ONTARIO,2.85,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,ONTARIO+CA,34.0633443,-117.6508876
602,SPVP009 - ONTARIO,1.41,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,ONTARIO+CA,34.0633443,-117.6508876
603,SPVP010 - FONTANA (ETIWANDA),2.25,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,FONTANA+CA,34.0922335,-117.435048
604,SPVP011 - REDLANDS,5.02,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,REDLANDS+CA,34.0555693,-117.1825381
605,SPVP013 - REDLANDS,4.93,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,REDLANDS+CA,34.0555693,-117.1825381
606,SPVP015 - FONTANA (ETIWANDA),4.69,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,FONTANA+CA,34.0922335,-117.435048
607,SPVP016 - REDLANDS,1.75,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,REDLANDS+CA,34.0555693,-117.1825381
608,SPVP017 - FONTANA (ETIWANDA),4.5,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,FONTANA+CA,34.0922335,-117.435048
609,SPVP018 - FONTANA (ETIWANDA),19.4,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,FONTANA+CA,34.0922335,-117.435048
610,SPVP022 - REDLANDS,3.09,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,REDLANDS+CA,34.0555693,-117.1825381
611,SPVP023 - FONTANA (ETIWANDA),3.86,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,FONTANA+CA,34.0922335,-117.435048
612,SPVP026 - RIALTO,8.6,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,RIALTO+CA,34.1064001,-117.3703235
613,SPVP028 - SAN BERNARDINO,4.86,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,SAN BERNARDINO+CA,34.1083449,-117.2897652
614,SPVP032 - ONTARIO,1.74,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,ONTARIO+CA,34.0633443,-117.6508876
615,SPVP033 - ONTARIO,1.28,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,ONTARIO+CA,34.0633443,-117.6508876
616,SPVP042 - PORTERVILLE,6.77,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,PORTERVILLE+CA,36.06523,-119.0167679
617,SPVP044 - PERRIS,10.15,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,PERRIS+CA,33.7825194,-117.2286478
618,PHOENIX ENERGY,0.5,WTE,BIOMASS,GASIFICATION COMBINED CYCLE,OPERATIONAL,MERCED+CA,37.3021632,-120.4829677
619,GREEN ACRES 2,1.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,ELK GROVE+CA,38.4087993,-121.3716178
620,GREEN ACRES 1,3.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,ELK GROVE+CA,38.4087993,-121.3716178
621,DILLARD SOLAR 1,3.0,SOLAR,PHOTOVOLTAIC,FIXED TILT ARRAY,OPERATIONAL,SLOUGHHOUSE+CA,38.4957417,-121.193836
622,KAMMERER 1,5.0,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,ELD GROVE+CA,38.4087993,-121.3716178
623,GRUNDMAN,18.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,ELK GROVE+CA,38.4087993,-121.3716178
624,OCOTILLO EXPRESS,315.0,WIND,WIND,WIND TURBINE,OPERATIONAL,OCOTILLO+CA,32.7386713,-115.99418
625,GOLDEN SPRINGS BUILDING C1,1.16,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,SANTA FE SPRINGS+CA,33.9472359,-118.0853451
626,GOLDEN SPRINGS BUILDING,1.25,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,SANTA FE SPRINGS+CA,33.9472359,-118.0853451
627,SS  SAN ANTONIO WEST,1.87,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,CHINO+CA,34.0122346,-117.688944
628,"SMUD - SOLANO, PHASE 2A",13.2,WIND,WIND,WIND TURBINE,OPERATIONAL,RIO VISTA+CA,38.1557502,-121.6913439
629,"SMUD - SOLANO, PHASE 3",128.0,WIND,WIND,WIND TURBINE,OPERATIONAL,RIO VISTA+CA,38.1557502,-121.6913439
630,RE MCKENZIE 1,5.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,GALT+CA,38.2546373,-121.2999485
631,"WAGNER WIND, LLC",6.0,WIND,WIND,WIND TURBINE,OPERATIONAL,PALM SPRINGS+CA,33.8302961,-116.5452921
632,ADELANTO SOLAR POWER PROJECT,10.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,ADELANTO+CA,34.5827699,-117.409215
633,LAPC- CARPORT SHADE STRUCTURES,1.76,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,WOODLAND HILLS+CA,34.165357,-118.6089752
634,RE MOHICAN,1.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
635,INDUSTRY METROLINK PV 1,1.5,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,CITY OF INDUSTRY+CA,34.0197335,-117.9586754
636,RE NORTH FACE,1.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,VISALIA+CA,36.3302284,-119.2920585
637,WEST GATES SOLAR STATION,10.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,HURON+CA,36.2027308,-120.1029177
638,GATES SOLAR STATION,20.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,HURON+CA,36.2027308,-120.1029177
639,GUERNSEY SOLAR STATION,20.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,HANFORD+CA,36.3274502,-119.6456844
640,NORTH SKY RIVER,162.0,WIND,WIND,WIND TURBINE,OPERATIONAL,WELDON+CA,35.6657864,-118.2903579
641,ALTA WIND VII,168.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
642,ALTA WIND IX,132.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
643,SPVP027 RIALTO,2.62,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,RIALTO+CA,34.1064001,-117.3703235
644,WINDSTAR I,120.0,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
645,ALPINE SOLAR,66.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,LANCASTER+CA,34.6867846,-118.1541632
646,ANTELOPE SOLAR GREENWORKS,20.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,LANCASTER+CA,34.6867846,-118.1541632
647,NRG SOLAR BORREGO I,26.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,BORREGO SPRINGS+CA,33.2558717,-116.375012
648,CALIFORNIA VALLEY SOLAR RANCH,126.5,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,SANTA MARGARITA+CA,35.3899526,-120.6092971
649,ANTELOPE VALLEY SOLAR RANCH 1,230.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,LANCASTER+CA,34.6867846,-118.1541632
650,HUDSON RANCH POWER I LIE,55.0,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,OPERATIONAL,CALIPATRIA+CA,33.1255957,-115.5141538
651,AMERESCO CHIQUITA ENERGY,9.2,WTE,LANDFILL GAS,LANDFILL GAS,OPERATIONAL,CASTAIC+CA,34.4890363,-118.6256552
652,SHILOH III,118.0,WIND,WIND,WIND TURBINE,OPERATIONAL,RIO VISTA+CA,38.1557502,-121.6913439
653,SHILOH IV,100.0,WIND,WIND,WIND TURBINE,OPERATIONAL,BIRDS LANDING+CA,38.1328618,-121.8708558
654,TOPAZ SOLAR FARM,550.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,SANTA MARGARITA+CA,35.3899526,-120.6092971
655,ALPAUGH NORTH,20.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,ALPAUGH+CA,35.8877316,-119.4873422
656,ALPAUGH 50,50.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,ALPAUGH+CA,35.8877316,-119.4873422
657,CED WHITE RIVER SOLAR,20.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,ALPAUGH+CA,35.8877316,-119.4873422
658,CORCORAN,19.75,SOLAR,PHOTOVOLTAIC,,OPERATIONAL,CORCORAN+CA,36.098007,-119.5604015
659,DIABLO WIND ENERGY CENTER,18.0,WIND,WIND,WIND TURBINE,OPERATIONAL,ALAMEDA+CA,37.7652065,-122.2416355
660,NORTH PALM SPRINGS 1A,2.8,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,NORTH PALM SPRINGS+CA,33.9227924,-116.5430685
661,NORTH PALM SPRINGS 4A,4.9,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,NORTH PALM SPRINGS+CA,33.9227924,-116.5430685
662,ANTELOPE VALLEY SOLAR PROJECT I,318.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,ROSAMOND+CA,34.8641446,-118.1634075
663,ANTELOPE VALLEY SOLAR PROJECT II,279.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,ROSAMOND+CA,34.8641446,-118.1634075
664,SAN JOSE/SANTA CLARA REGIONAL WASTEWATER FACILITY - COGEN,14.4,OIL/GAS,NATURAL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,SAN JOSE+CA,37.3393857,-121.8949555
665,IMPERIAL SOLAR ENERGY CENTER SOUTH,130.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,CALEXICO+CA,32.6789476,-115.4988834
666,DESERT SUN 250,250.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,DESERT CENTER+CA,33.7133313,-115.4004287
667,DESERT SUN 300,300.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,DESERT CENTER+CA,33.7133313,-115.4004287
668,CAMPO VERDE SOLAR PROJECT,139.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,EL CENTRO+CA,32.792,-115.5630514
669,GENESIS SOLAR ENERGY PROJECT,125.0,SOLAR,SOLAR,PARABOLIC TROUGH,OPERATIONAL,BLYTHE+CA,33.6177725,-114.5882607
670,KANSAS SOUTH,20.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,LEMOORE+CA,36.3007835,-119.7829107
671,CSUSB FUEL CELL,1.4,OIL/GAS,NATURAL GAS,"FUEL CELL, DIRECT",OPERATIONAL,SAN BERNARDINO+CA,34.1083449,-117.2897652
672,RADIANCE SOLAR 4,1.5,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,LANCASTER+CA,34.6867846,-118.1541632
673,RADIANCE SOLAR 5,1.5,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,LANCASTER+CA,34.6867846,-118.1541632
674,DELANO ENERGY CENTER,49.9,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,DELANO+CA,35.7688425,-119.2470536
675,ALITE WIND FARM,24.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
676,BUENA VISTA WIND,75.0,WIND,WIND,WIND TURBINE,OPERATIONAL,BYRON+CA,37.8671476,-121.6380069
677,BUENA VISTA REPOWER WIND,38.0,WIND,WIND,WIND TURBINE,OPERATIONAL,BYRON+CA,37.8671476,-121.6380069
678,CALWIND II CEC,8.58,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
679,HELZEL & SCHWARZHOFF 86,2.4,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
680,HELZEL & SCHWARZHOFF 88,1.8,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
681,MOUNTAIN VIEW IV,48.0,WIND,WIND,WIND TURBINE,OPERATIONAL,PALM SPRINGS+CA,33.8302961,-116.5452921
682,PINE TREE II,10.0,WIND,WIND,WIND TURBINE,OPERATIONAL,CALIENTE+CA,35.291071,-118.6278688
683,"SMUD - SOLANO, PHASE 1A",15.0,WIND,WIND,WIND TURBINE,OPERATIONAL,RIO VISTA+CA,38.1557502,-121.6913439
684,USMC LOGISTICS BASE,1.5,WIND,WIND,WIND TURBINE,OPERATIONAL,BARSTOW+CA,34.8957957,-117.0172826
685,VICTORVILLE PRISON,0.75,WIND,WIND,WIND TURBINE,OPERATIONAL,VICTORVILLE+CA,34.5361067,-117.2911565
686,AMERESCO FORWARD LANDFILL,4.3,WTE,MSW,LANDFILL METHANE,OPERATIONAL,MANTECA+CA,37.7974273,-121.2160526
687,AMERESCO SAN JOAQUIN FOOTHILL LANDFILL,3.5,WTE,MSW,LANDFILL METHANE,OPERATIONAL,LINDEN+CA,38.0213118,-121.0838313
689,MOORPARK WASTEWATER TREATMENT PLANT,1.1,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,MOORPARK+CA,34.285558,-118.8820414
690,SYSCO LOS ANGELES DISTRIBUTION CENTER,1.1,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,WALNUT+CA,34.0202894,-117.8653386
691,COLD CANYON LANDFILL,1.5,WTE,MSW,LANDFILL GAS,OPERATIONAL,SAN LUIS OBISPO+CA,35.2827524,-120.6596156
692,CBS TELEVISION CITY SOLAR,1.5,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,LOS ANGELES+CA,34.0522342,-118.2436849
693,YUBA COUNTY GOVERMENT CENTER,1.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,MARYSVILLE+CA,39.1457253,-121.5913547
694,SOL ORCHARD RAMONA,7.5,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,RAMONA+CA,33.04136039999999,-116.8792553
695,JOHNSON CANYON LANDFILL,1.4,WTE,MSW,LANDFILL GAS,OPERATIONAL,GONZALES+CA,36.5066295,-121.4443806
697,DILLARD SOLAR 2,3.0,SOLAR,PHOTOVOLTAIC,FIXED TILT ARRAY,OPERATIONAL,SLOUGHHOUSE+CA,38.4957417,-121.193836
698,DILLARD SOLAR 3,3.0,SOLAR,PHOTOVOLTAIC,FIXED TILT ARRAY,OPERATIONAL,SLOUGHHOUSE+CA,38.4957417,-121.193836
699,DILLARD SOLAR 4,3.0,SOLAR,PHOTOVOLTAIC,FIXED TILT ARRAY,OPERATIONAL,SLOUGHHOUSE+CA,38.4957417,-121.193836
700,RE RIO GRANDE,5.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
701,RE VICTOR PHELAN SOLAR ONE,17.5,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,ADELANTO+CA,34.5827699,-117.409215
702,RE MCKENZIE 2,5.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,GALT+CA,38.2546373,-121.2999485
703,RE MCKENZIE 3,5.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,GALT+CA,38.2546373,-121.2999485
704,RE MCKENZIE 4,5.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,GALT+CA,38.2546373,-121.2999485
705,RE MCKENZIE 5,5.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,GALT+CA,38.2546373,-121.2999485
706,RE MCKENZIE 6,5.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,GALT+CA,38.2546373,-121.2999485
707,KAMMERER 2,5.0,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,ELD GROVE+CA,38.4087993,-121.3716178
708,KAMMERER 3,5.0,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,ELD GROVE+CA,38.4087993,-121.3716178
709,RE BRUCEVILLE 2,5.0,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,ELK GROVE+CA,38.4087993,-121.3716178
710,RE BRUCEVILLE 3,5.0,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,ELK GROVE+CA,38.4087993,-121.3716178
711,WINTEC ENERGY #2-A,1.32,WIND,WIND,WIND TURBINE,OPERATIONAL,NORTH PALM SPRINGS+CA,33.9227924,-116.5430685
712,RE ROSAMOND 2,21.0,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,ROSAMOND+CA,34.8641446,-118.1634075
713,RE ROSAMOND 1,26.0,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,ROSAMOND+CA,34.8641446,-118.1634075
714,CASCADE,24.0,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,JOSHUA TREE+CA,33.873415,-115.9009923
715,HIGHLANDER 2,8.91,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,TWENTYNINE PALMS+CA,34.1355582,-116.0541689
716,CENTINELA SOLAR ENERGY,174.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,CALEXICO+CA,32.6789476,-115.4988834
717,IVANPAH II,126.0,SOLAR,SOLAR,CONCENTRATING THERMAL POWER,OPERATIONAL,NIPTION+CA,35.4666532,-115.2722098
718,IVANPAH III,133.0,SOLAR,SOLAR,CONCENTRATING THERMAL POWER,OPERATIONAL,NIPTION+CA,35.4666532,-115.2722098
719,RE COLUMBIA 3,10.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
720,HUMBOLDT BAY GEN STATION,163.0,OIL/GAS,NATURAL GAS,SIMPLE CYCLE,OPERATIONAL,EUREKA+CA,40.8020712,-124.1636729
721,YUBA CITY ENERGY CENTER,48.1,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,YUBA CITY+CA,39.1404477,-121.6169108
722,"CALPEAK POWER VACA DIXON, LLC",49.95,OIL/GAS,NATURAL GAS,,OPERATIONAL,VACAVILLE+CA,38.3565773,-121.9877444
723,LODI,25.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,LODI+CA,38.1341477,-121.2722194
724,STOCKTON SIERRA 1,22.0,OIL/GAS,NATURAL GAS,,OPERATIONAL,STOCKTON+CA,37.9577016,-121.2907796
725,KINGS RIVER CONSERVATION DIST. PEAKER,98.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,FRESNO+CA,36.7468422,-119.7725868
726,STARWOOD MIDWAY,120.0,OIL/GAS,NATURAL GAS,SIMPLE CYCLE,OPERATIONAL,LOS BANOS+CA,37.0582786,-120.8499151
727,"CALPEAK POWER PANOCHE, LLC",49.62,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,FIREBAUGH+CA,36.8588376,-120.4560072
728,"WELLHEAD POWER PANOCHE, LLC",49.9,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, INTERNAL COMBUSTION",OPERATIONAL,FIREBAUGH+CA,36.8588376,-120.4560072
729,PANOCHE ENERGY CENTER,400.0,OIL/GAS,NATURAL GAS,NATURAL GAS FIRED PEAKER,OPERATIONAL,PANOCHE HILLS+CA,36.6446744,-120.7318446
730,FRESNO COGEN PARTNERS LP PKR,21.3,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,SAN JOAQUIN+CA,36.6066162,-120.1890447
731,HANFORD ENERGY PARK PEAKER,92.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,HANFORD+CA,36.3274502,-119.6456844
732,GWF HENRIETTA,98.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, SIMPLE CYCLE",OPERATIONAL,HANFORD+CA,36.3274502,-119.6456844
733,GOOSE HAVEN ENERGY CENTER,48.1,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,SUISUN CITY+CA,38.2382474,-122.040244
734,LAMBIE ENERGY CENTER,48.1,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,SUISUN CITY+CA,38.2382474,-122.040244
735,WOLFSKILL ENERGY CENTER,48.1,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,SUISUN CITY+CA,38.2382474,-122.040244
736,RIVERVIEW ENERGY CENTER,47.3,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,ANTIOCH+CA,38.0049214,-121.805789
737,OAKLAND,223.5,OIL/GAS,DIESEL,COMBUSTION TURBINE,OPERATIONAL,OAKLAND+CA,37.8043637,-122.2711137
738,MARIPOSA ENERGY PROJECT,200.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
739,MID RIPON,100.0,OIL/GAS,NATURAL GAS,GREEN FIELD,OPERATIONAL,RIPON+CA,37.7394537,-121.1354141
740,ALMOND 2,174.0,OIL/GAS,NATURAL GAS,"GAS FIRED, SIMPLE CYCLE",OPERATIONAL,CERES+CA,37.5949316,-120.9577098
741,PALO ALTO COBUG,4.5,OIL/GAS,NATURAL GAS,,OPERATIONAL,PALO ALTO+CA,37.4418834,-122.1430195
742,GIANERA,64.3,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,LODI+CA,38.1341477,-121.2722194
743,CALPINE GILROY PEAKER,141.9,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,GILROY+CA,37.0057816,-121.5682751
744,CALPINE KING ENERGY CENTER,47.3,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,KING CITY+CA,36.2127439,-121.1260287
745,ELLWOOD,56.7,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,GOLETA+CA,34.4358294,-119.8276389
746,CANYON,100.0,OIL/GAS,NATURAL GAS,SIMPLE CYCLE,OPERATIONAL,ANAHEIM+CA,33.8352932,-117.9145036
747,GRAPELAND PEAKER,45.0,OIL/GAS,NATURAL GAS,,OPERATIONAL,RANCHO CUCAMONGA+CA,34.10639889999999,-117.5931084
748,MIRA LOMA PEAKER,45.0,OIL/GAS,NATURAL GAS,,OPERATIONAL,ONTARIO+CA,34.0633443,-117.6508876
749,NILAND,93.0,OIL/GAS,NATURAL GAS,BROWN FIELD,OPERATIONAL,NILAND+CA,33.2400366,-115.5188756
750,DREWS,45.56,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,COLTON+CA,34.0739016,-117.3136547
751,"RIVERSIDE ENERGY RESOURCE CENTER, UNITS 3&4",99.0,OIL/GAS,NATURAL GAS,"SIMPLE CYCLE, COMBUSTION TURBINE",OPERATIONAL,RIVERSIDE+CA,33.9533487,-117.3961564
752,"RIVERSIDE ENERGY RESOURCE CENTER, UNITS 1&2",96.0,OIL/GAS,NATURAL GAS,"SIMPLE CYCLE, COMBUSTION TURBINE",OPERATIONAL,RIVERSIDE+CA,33.9533487,-117.3961564
753,AGUA MANSA,49.0,OIL/GAS,NATURAL GAS,SIMPLE CYCLE,OPERATIONAL,COLTON+CA,34.0739016,-117.3136547
754,CENTURY,45.56,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,COLTON+CA,34.0739016,-117.3136547
755,ORANGE GROVE PEAKER,96.0,OIL/GAS,NATURAL GAS,SIMPLE CYCLE,OPERATIONAL,PALA+CA,33.3653102,-117.0766965
756,MMC ESCONDIDO,48.92,OIL/GAS,NATURAL GAS,SIMPLE CYCLE,OPERATIONAL,ESCONDIDO+CA,33.1192068,-117.086421
757,KEARNY,138.4,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
758,EL CAJON,13.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,EL CAJON+CA,32.7947731,-116.9625269
759,WILDFLOWER - INDIGO,135.0,OIL/GAS,NATURAL GAS,GREEN FIELD,OPERATIONAL,NORTH PALM SPRINGS+CA,33.9227924,-116.5430685
760,SENTINEL ENERGY,850.0,OIL/GAS,NATURAL GAS,"GAS FIRED, COMBINED CYCLE",OPERATIONAL,PALM SPRINGS+CA,33.8302961,-116.5452921
761,"CALPEAK BORDER, LLC PHASE I",49.8,OIL/GAS,NATURAL GAS,SIMPLE CYCLE,OPERATIONAL,OTAY MESA+CA,32.5594732,-116.9734685
762,WILDFLOWER - LARKSPUR,90.0,OIL/GAS,NATURAL GAS,SIMPLE CYCLE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
763,WALNUT CREEK ENERGY PARK,500.0,OIL/GAS,NATURAL GAS,"GAS FIRED, SIMPLE CYCLE",OPERATIONAL,CITY OF INDUSTRY+CA,34.0197335,-117.9586754
764,CENTER PEAKER,45.0,OIL/GAS,NATURAL GAS,,OPERATIONAL,NORWALK+CA,33.9022367,-118.081733
765,BARRE PEAKER,45.0,OIL/GAS,NATURAL GAS,,OPERATIONAL,STANTON+CA,33.8025155,-117.9931165
766,LONG BEACH PEAKER,260.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM TURBINE",OPERATIONAL,LONG BEACH+CA,33.7700504,-118.1937395
767,BIG VALLEY LUMBER CO.,7.5,WTE,WOODWASTE,STEAM TURBINE,OPERATIONAL,BIEBER+CA,41.121389,-121.144167
768,MUCK VALLEY,26.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,PITVILLE+CA,41.0484975,-121.3344226
769,MEGA HYDRO (GOOSE VALLEY RANCH),0.28,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,BURNEY+CA,40.8823811,-121.6608205
770,HAT CREEK HEREFORD RANCH,0.1,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,HAT CREEK+CA,40.9896059,-121.5785957
